Team,Year,Player Name,,,Team,Year,Player Name
Kenya,2002,Jimmy Kamande,,,,,Quinton de Kock
Kenya,2002,Tony Suji,,,,,Rachin Ravindra
Kenya,2002,Martin Suji,,,,,Ragheb Aga
Kenya,2002,Joseph Angara,,,,,Rahmanullah Gurbaz
Kenya,2004,Kennedy Otieno,,,,,Rahmat Shah
Kenya,2004,Malhar Patel,,,,,Rahul Dravid
Kenya,2004,Ravi Shah,,,,,Rajin Saleh
Kenya,2004,Steve Tikolo,,,,,Ramesh Powar
Kenya,2004,Hitesh Modi,,,,,Ramnaresh Sarwan
Kenya,2004,Thomas Odoyo,,,,,Rangana Herath
Kenya,2004,Ragheb Aga,,,,,Ranjan Das
Kenya,2004,Morris Ouma,,,,,Rashid
Kenya,2004,Brijal Patel,,,,,Rashid Khan
Kenya,2004,Martin Suji,,,,,Rashid Latif
Kenya,2004,Peter Ongondo,,,,,Rassie van der Dussen
Kenya,2004,Tony Suji,,,,,Ravi Bopara
Netherlands,2002,Robert van Oosterom,,,,,Ravi Rampaul
Netherlands,2002,Henk-Jan Mol,,,,,Ravi Shah
Netherlands,2002,Feiko Kloppenburg,,,,,Ravichandran Ashwin
Netherlands,2002,Daan van Bunge,,,,,Ravindra Jadeja
Netherlands,2002,Bas Zuiderent,,,,,Rawl Lewis
Netherlands,2002,Tim de Leede,,,,,Ray Price
Netherlands,2002,Reinout Scholte,,,,,Rehan Ahmed
Netherlands,2002,Luuk van Troost,,,,,Reinout Scholte
Netherlands,2002,Jacob-Jan Esmeijer,,,,,Reon King
Netherlands,2002,Adeel Raja,,,,,Ricardo Powell
Netherlands,2002,Edgar Schiferli,,,,,Richard Staple
Netherlands,2002,Roland Lefebvre,,,,,Ricky Ponting
Netherlands,2002,Victor Grandia,,,,,Ridley Jacobs
New Zealand,1998,Matthew Bell,,,,,Rishabh Pant
New Zealand,1998,Nathan Astle,,,,,Rishad Hossain
New Zealand,1998,Steven Fleming,,,,,Robert van Oosterom
New Zealand,1998,Craig McMillan,,,,,Robin Peterson
New Zealand,1998,Adam Parore,,,,,Robin Singh
New Zealand,1998,Chris Harris,,,,,Roelof van der Merwe
New Zealand,1998,Alex Tait,,,,,Roger Telemachus
New Zealand,1998,Geoff Allott,,,,,Roger Twose
New Zealand,1998,Mark Bailey,,,,,Rohan Alexander
New Zealand,1998,Daniel Vettori,,,,,Rohan Gavaskar
New Zealand,1998,Simon Doull,,,,,Rohit Sharma
New Zealand,1998,Paul Wiseman,,,,,Roland Lefebvre
New Zealand,2000,Stephen Fleming,,,,,Romesh Kaluwitharana
New Zealand,2000,Nathan Astle,,,,,Ronnie Irani
New Zealand,2000,Craig McMillan,,,,,Rory Kleinveldt
New Zealand,2000,Chris Nevin,,,,,Roshan Mahanama
New Zealand,2000,Adam Parore,,,,,Ross Taylor
New Zealand,2000,Craig Spearman,,,,,Royston Crandon
New Zealand,2000,Roger Twose,,,,,RP Singh
New Zealand,2000,Chris Cairns,,,,,Rubel Hossain
New Zealand,2000,Chris Harris,,,,,Ruchira Perera
New Zealand,2000,Dion Nash,,,,,Rumman Raees
New Zealand,2000,Scott Styris,,,,,Runako Morton
New Zealand,2000,Geoff Allott,,,,,Russel Arnold
New Zealand,2000,Paul Wiseman,,,,,Ryan Hinds
New Zealand,2000,Glen Sulzberger,,,,,Ryan McLaren
New Zealand,2002,Stephen Fleming,,,,,Ryan Rickelton
New Zealand,2002,Nathan Astle,,,,,Ryan Sidebottom
New Zealand,2002,Mathew Sinclair,,,,,Sabbir Rahman
New Zealand,2002,Lou Vincent,,,,,Sachin Tendulkar
New Zealand,2002,Scott Styris,,,,,Sachithra Senanayake
New Zealand,2002,Chris Harris,,,,,Saeed Ajmal
New Zealand,2002,Jacob Oram,,,,,Saeed Anwar
New Zealand,2002,Daniel Vettori,,,,,Sajid Mahmood
New Zealand,2002,Kyle Mills,,,,,Saleem Elahi
New Zealand,2002,Daryl Tuffey,,,,,Saleem Malik
New Zealand,2002,Paul Hitchcock,,,,,Salman Agha
New Zealand,2002,Shane Bond,,,,,Salman Butt
New Zealand,2004,Stephen Fleming,,,,,Sam Billings
New Zealand,2004,Nathan Astle,,,,,Saman Jayantha
New Zealand,2004,Hamish Marshall,,,,,Sanath Jayasuriya
New Zealand,2004,Scott Styris,,,,,Saqib Mahmood
New Zealand,2004,Chris Cairns,,,,,Saqlain Mushtaq
New Zealand,2004,Craig McMillan,,,,,Sarfaraz Ahmed
New Zealand,2004,Kyle Mills,,,,,Saud Shakeel
New Zealand,2004,Jacob Oram,,,,,Scott Styris
New Zealand,2004,Brendon McCullum,,,,,Sean Abbott
New Zealand,2004,Chris Harris,,,,,Sean Ervine
New Zealand,2004,Daniel Vettori,,,,,Sediqullah Atal
New Zealand,2004,Daryl Tuffey,,,,,Seekkuge Prasanna
New Zealand,2006,Lou Vincent,,,,,Shadab Khan
New Zealand,2006,Stephen Fleming,,,,,Shafiek Abrahams
New Zealand,2006,Scott Styris,,,,,Shafiul Islam
New Zealand,2006,Nathan Astle,,,,,Shaheen Shah Afridi
New Zealand,2006,Shane Bond,,,,,Shahid Afridi
New Zealand,2006,Hamish Marshall,,,,,Shahriar Hossain
New Zealand,2006,Peter Fulton,,,,,Shahriar Nafees
New Zealand,2006,Jacob Oram,,,,,Shakib Al Hasan
New Zealand,2006,Brendon McCullum,,,,,Shaminda Eranga
New Zealand,2006,Daniel Vettori,,,,,Shane Bond
New Zealand,2006,James Franklin,,,,,Shane Lee
New Zealand,2006,Kyle Mills,,,,,Shane Warne
New Zealand,2006,Jeetan Patel,,,,,Shane Watson
New Zealand,2009,Neil Broom,,,,,Shaun Pollock
New Zealand,2009,Brendon Diamanti,,,,,Sherwin Campbell
New Zealand,2009,Martin Guptill,,,,,Shikhar Dhawan
New Zealand,2009,Gareth Hopkins,,,,,Shivnarine Chanderpaul
New Zealand,2009,Brendon McCullum,,,,,Shoaib Akhtar
New Zealand,2009,Aaron Redmond,,,,,Shoaib Malik
New Zealand,2009,Ross Taylor,,,,,Shreyas Iyer
New Zealand,2009,Daniel Vettori,,,,,Shubman Gill
New Zealand,2009,Grant Elliott,,,,,Simon Doull
New Zealand,2009,James Franklin,,,,,Soumya Sarkar
New Zealand,2009,Shane Bond,,,,,Sourav Ganguly
New Zealand,2009,Ian Butler,,,,,Spencer Johnson
New Zealand,2009,Kyle Mills,,,,,Sreesanth
New Zealand,2009,Iain O'Brien,,,,,Sridharan Sriram
New Zealand,2009,Jeetan Patel,,,,,Stephen Fleming
New Zealand,2013,Brendon McCullum,,,,,Steve Elworthy
New Zealand,2013,Martin Guptill,,,,,Steve Harmison
New Zealand,2013,Colin Munro,,,,,Steve Massiah
New Zealand,2013,Luke Ronchi,,,,,Steve Tikolo
New Zealand,2013,Ross Taylor,,,,,Steve Waugh
New Zealand,2013,Kane Williamson,,,,,Steven Davies
New Zealand,2013,Corey Anderson,,,,,Steven Finn
New Zealand,2013,James Franklin,,,,,Steven Fleming
New Zealand,2013,Daniel Vettori,,,,,Steven Smith
New Zealand,2013,Doug Bracewell,,,,,Stuart Broad
New Zealand,2013,Ian Butler,,,,,Stuart Carlisle
New Zealand,2013,Mitchell McClenaghan,,,,,Stuart Matsikenyeri
New Zealand,2013,Nathan McCullum,,,,,Stuart Williams
New Zealand,2013,Kyle Mills,,,,,Sunil Joshi
New Zealand,2013,Tim Southee,,,,,Sunil Narine
New Zealand,2017,Kane Williamson,,,,,Sunzamul Islam
New Zealand,2017,Neil Broom,,,,,Suranga Lakmal
New Zealand,2017,Martin Guptill,,,,,Suresh Raina
New Zealand,2017,Tom Latham,,,,,Syed Rasel
New Zealand,2017,Luke Ronchi,,,,,Sylvester Joseph
New Zealand,2017,Ross Taylor,,,,,Tabraiz Shamsi
New Zealand,2017,Corey Anderson,,,,,Tafadzwa Kamungozi
New Zealand,2017,Colin de Grandhomme,,,,,Tafadzwa Mufambisi
New Zealand,2017,James Neesham,,,,,Talha Jubair
New Zealand,2017,Mitchell Santner,,,,,Tamim Iqbal
New Zealand,2017,Trent Boult,,,,,Tanveer Sangha
New Zealand,2017,Mitchell McClenaghan,,,,,Tanzid Hasan
New Zealand,2017,Adam Milne,,,,,Tanzim Hasan Sakib
New Zealand,2017,Jeetan Patel,,,,,Tapash Baisya
New Zealand,2017,Tim Southee,,,,,Taskin Ahmed
New Zealand,2025,Devon Conway,,,,,Tatenda Taibu
New Zealand,2025,Tom Latham,,,,,Tawanda Mupariwa
New Zealand,2025,Kane Williamson,,,,,Tayyab Tahir
New Zealand,2025,Will Young,,,,,Temba Bavuma
New Zealand,2025,Mitchell Santner,,,,,Thilan Samaraweera
New Zealand,2025,Michael Bracewell,,,,,Thilan Thushara
New Zealand,2025,Mark Chapman,,,,,Thilina Kandamby
New Zealand,2025,Daryl Mitchell,,,,,Thisara Perera
New Zealand,2025,Glenn Phillips,,,,,Thomas Odoyo
New Zealand,2025,Rachin Ravindra,,,,,Tillakaratne Dilshan
New Zealand,2025,Nathan Smith,,,,,Tim Bresnan
New Zealand,2025,Jacob Duffy,,,,,Tim de Leede
New Zealand,2025,Matt Henry,,,,,Tim Paine
New Zealand,2025,Will O’Rourke,,,,,Tim Southee
Pakistan,1998,Shahid Afridi,,,,,Tinashe Panyangara
Pakistan,1998,Saleem Elahi,,,,,Tino Best
Pakistan,1998,Azhar Mahmood,,,,,Tom Banton
Pakistan,1998,Aamer Sohail,,,,,Tom Latham
Pakistan,1998,Ijaz Ahmed,,,,,Tony de Zorzi
Pakistan,1998,Akhtar Sarfraz,,,,,Tony Reid
Pakistan,1998,Saleem Malik,,,,,Tony Suji
Pakistan,1998,Wasim Akram,,,,,Towhid Hridoy
Pakistan,1998,Moin Khan,,,,,Travis Dowlin
Pakistan,1998,Saqlain Mushtaq,,,,,Travis Head
Pakistan,1998,Arshad Khan,,,,,Trent Boult
Pakistan,2000,Moin Khan,,,,,Tristan Stubbs
Pakistan,2000,Faisal Iqbal,,,,,Tushar Imran
Pakistan,2000,Ijaz Ahmed,,,,,Umar Akmal
Pakistan,2000,Imran Nazir,,,,,Umar Amin
Pakistan,2000,Inzamam-ul-Haq,,,,,Umar Gul
Pakistan,2000,Mohammad Yousuf,,,,,Umesh Yadav
Pakistan,2000,Saeed Anwar,,,,,Upul Chandana
Pakistan,2000,Saleem Elahi,,,,,Upul Tharanga
Pakistan,2000,Abdul Razzaq,,,,,Usman Khan
Pakistan,2000,Azhar Mahmood,,,,,Varun Chakravarthy
Pakistan,2000,Arshad Khan,,,,,Vasbert Drakes
Pakistan,2000,Saqlain Mushtaq,,,,,Venkatesh Prasad
Pakistan,2000,Waqar Younis,,,,,Victor Grandia
Pakistan,2000,Wasim Akram,,,,,Vijay Dahiya
Pakistan,2002,Saeed Anwar,,,,,Vikram Solanki
Pakistan,2002,Shahid Afridi,,,,,Vinay Kumar
Pakistan,2002,Shoaib Malik,,,,,Vinod Kambli
Pakistan,2002,Mohammad Yousuf,,,,,Virat Kohli
Pakistan,2002,Younis Khan,,,,,Virender Sehwag
Pakistan,2002,Rashid Latif,,,,,Vusi Sibanda
Pakistan,2002,Misbah-ul-Haq,,,,,VVS Laxman
Pakistan,2002,Abdul Razzaq,,,,,Wahab Riaz
Pakistan,2002,Wasim Akram,,,,,Waqar Younis
Pakistan,2002,Waqar Younis,,,,,Washington Sundar
Pakistan,2002,Shoaib Akhtar,,,,,Wasim Akram
Pakistan,2004,Yasir Hameed,,,,,Wavell Hinds
Pakistan,2004,Imran Farhat,,,,,Wayne Parnell
Pakistan,2004,Shoaib Malik,,,,,Wiaan Mulder
Pakistan,2004,Shahid Afridi,,,,,Will O’Rourke
Pakistan,2004,Abdul Razzaq,,,,,Will Young
Pakistan,2004,Salman Butt,,,,,Xavier Doherty
Pakistan,2004,Inzamam-ul-Haq,,,,,Yasir Arafat
Pakistan,2004,Mohammad Yousuf,,,,,Yasir Hameed
Pakistan,2004,Moin Khan,,,,,Younis Khan
Pakistan,2004,Naved-ul-Hasan,,,,,Yusuf Pathan
Pakistan,2004,Mohammad Sami,,,,,Yuvraj Singh
Pakistan,2004,Shoaib Akhtar,,,,,Zaheer Khan
Pakistan,2006,Mohammad Hafeez,,,,,
Pakistan,2006,Imran Farhat,,,,,
Pakistan,2006,Younis Khan,,,,,
Pakistan,2006,Mohammad Yousuf,,,,,
Pakistan,2006,Yasir Arafat,,,,,
Pakistan,2006,Shahid Afridi,,,,,
Pakistan,2006,Shoaib Malik,,,,,
Pakistan,2006,Kamran Akmal,,,,,
Pakistan,2006,Abdul Razzaq,,,,,
Pakistan,2006,Naved-ul-Hasan,,,,,
Pakistan,2006,Iftikhar Anjum,,,,,
Pakistan,2006,Umar Gul,,,,,
Pakistan,2009,Younis Khan,,,,,
Pakistan,2009,Fawad Alam,,,,,
Pakistan,2009,Imran Nazir,,,,,
Pakistan,2009,Kamran Akmal,,,,,
Pakistan,2009,Misbah-ul-Haq,,,,,
Pakistan,2009,Mohammad Yousuf,,,,,
Pakistan,2009,Umar Akmal,,,,,
Pakistan,2009,Shahid Afridi,,,,,
Pakistan,2009,Shoaib Malik,,,,,
Pakistan,2009,Iftikhar Anjum,,,,,
Pakistan,2009,Mohammad Amir,,,,,
Pakistan,2009,Mohammad Asif,,,,,
Pakistan,2009,Naved-ul-Hasan,,,,,
Pakistan,2009,Saeed Ajmal,,,,,
Pakistan,2009,Umar Gul,,,,,
Pakistan,2013,Misbah-ul-Haq,,,,,
Pakistan,2013,Asad Shafiq,,,,,
Pakistan,2013,Imran Farhat,,,,,
Pakistan,2013,Kamran Akmal,,,,,
Pakistan,2013,Nasir Jamshed,,,,,
Pakistan,2013,Umar Amin,,,,,
Pakistan,2013,Mohammad Hafeez,,,,,
Pakistan,2013,Shoaib Malik,,,,,
Pakistan,2013,Abdur Rehman,,,,,
Pakistan,2013,Asad Ali,,,,,
Pakistan,2013,Ehsan Adil,,,,,
Pakistan,2013,Junaid Khan,,,,,
Pakistan,2013,Mohammad Irfan,,,,,
Pakistan,2013,Saeed Ajmal,,,,,
Pakistan,2013,Wahab Riaz,,,,,
Pakistan,2017,Sarfaraz Ahmed,,,,,
Pakistan,2017,Ahmed Shehzad,,,,,
Pakistan,2017,Azhar Ali,,,,,
Pakistan,2017,Babar Azam,,,,,
Pakistan,2017,Fakhar Zaman,,,,,
Pakistan,2017,Haris Sohail,,,,,
Pakistan,2017,Faheem Ashraf,,,,,
Pakistan,2017,Imad Wasim,,,,,
Pakistan,2017,Mohammad Hafeez,,,,,
Pakistan,2017,Shadab Khan,,,,,
Pakistan,2017,Shoaib Malik,,,,,
Pakistan,2017,Hasan Ali,,,,,
Pakistan,2017,Junaid Khan,,,,,
Pakistan,2017,Mohammad Amir,,,,,
Pakistan,2017,Rumman Raees,,,,,
Pakistan,2025,Mohammad Rizwan,,,,,
Pakistan,2025,Babar Azam,,,,,
Pakistan,2025,Imam-ul-Haq,,,,,
Pakistan,2025,Saud Shakeel,,,,,
Pakistan,2025,Tayyab Tahir,,,,,
Pakistan,2025,Usman Khan,,,,,
Pakistan,2025,Salman Agha,,,,,
Pakistan,2025,Faheem Ashraf,,,,,
Pakistan,2025,Kamran Ghulam,,,,,
Pakistan,2025,Khushdil Shah,,,,,
Pakistan,2025,Abrar Ahmed,,,,,
Pakistan,2025,Haris Rauf,,,,,
Pakistan,2025,Mohammad Hasnain,,,,,
Pakistan,2025,Naseem Shah,,,,,
Pakistan,2025,Shaheen Shah Afridi,,,,,
South Africa,1998,Daryll Cullinan,,,,,
South Africa,1998,Mike Rindel,,,,,
South Africa,1998,Jacques Kallis,,,,,
South Africa,1998,Hansie Cronje,,,,,
South Africa,1998,Jonty Rhodes,,,,,
South Africa,1998,Dale Benkenstein,,,,,
South Africa,1998,Derek Crookes,,,,,
South Africa,1998,Pat Symcox,,,,,
South Africa,1998,Mark Boucher,,,,,
South Africa,1998,Nicky Boje,,,,,
South Africa,1998,Alan Dawson,,,,,
South Africa,1998,Steve Elworthy,,,,,
South Africa,2000,Mark Boucher,,,,,
South Africa,2000,Boeta Dippenaar,,,,,
South Africa,2000,Gary Kirsten,,,,,
South Africa,2000,Neil McKenzie,,,,,
South Africa,2000,Jonty Rhodes,,,,,
South Africa,2000,Shaun Pollock,,,,,
South Africa,2000,Andrew Hall,,,,,
South Africa,2000,Jacques Kallis,,,,,
South Africa,2000,Lance Klusener,,,,,
South Africa,2000,Nicky Boje,,,,,
South Africa,2000,Allan Donald,,,,,
South Africa,2000,Makhaya Ntini,,,,,
South Africa,2000,Roger Telemachus,,,,,
South Africa,2000,Shafiek Abrahams,,,,,
South Africa,2002,Graeme Smith,,,,,
South Africa,2002,Dale Benkenstein,,,,,
South Africa,2002,Makhaya Ntini,,,,,
South Africa,2002,Herschelle Gibbs,,,,,
South Africa,2002,Justin Ontong,,,,,
South Africa,2002,Jacques Kallis,,,,,
South Africa,2002,Boeta Dippenaar,,,,,
South Africa,2002,Jonty Rhodes,,,,,
South Africa,2002,Mark Boucher,,,,,
South Africa,2002,Lance Klusener,,,,,
South Africa,2002,Robin Peterson,,,,,
South Africa,2002,Shaun Pollock,,,,,
South Africa,2002,Nicky Boje,,,,,
South Africa,2002,Alan Dawson,,,,,
South Africa,2002,Allan Donald,,,,,
South Africa,2004,Graeme Smith,,,,,
South Africa,2004,Herschelle Gibbs,,,,,
South Africa,2004,Jacques Kallis,,,,,
South Africa,2004,Jacques Rudolph,,,,,
South Africa,2004,Martin van Jaarsveld,,,,,
South Africa,2004,Mark Boucher,,,,,
South Africa,2004,Shaun Pollock,,,,,
South Africa,2004,Lance Klusener,,,,,
South Africa,2004,Nicky Boje,,,,,
South Africa,2004,Charl Langeveldt,,,,,
South Africa,2004,Makhaya Ntini,,,,,
South Africa,2006,Loots Bosman,,,,,
South Africa,2006,Graeme Smith,,,,,
South Africa,2006,AB de Villiers,,,,,
South Africa,2006,Boeta Dippenaar,,,,,
South Africa,2006,Herschelle Gibbs,,,,,
South Africa,2006,Jacques Kallis,,,,,
South Africa,2006,Mark Boucher,,,,,
South Africa,2006,Charl Langeveldt,,,,,
South Africa,2006,Justin Kemp,,,,,
South Africa,2006,Shaun Pollock,,,,,
South Africa,2006,Andrew Hall,,,,,
South Africa,2006,Robin Peterson,,,,,
South Africa,2006,Andre Nel,,,,,
South Africa,2006,Makhaya Ntini,,,,,
South Africa,2009,Graeme Smith,,,,,
South Africa,2009,Hashim Amla,,,,,
South Africa,2009,Mark Boucher,,,,,
South Africa,2009,AB de Villiers,,,,,
South Africa,2009,Herschelle Gibbs,,,,,
South Africa,2009,Johan Botha,,,,,
South Africa,2009,Jean-Paul Duminy,,,,,
South Africa,2009,Jacques Kallis,,,,,
South Africa,2009,Albie Morkel,,,,,
South Africa,2009,Roelof van der Merwe,,,,,
South Africa,2009,Makhaya Ntini,,,,,
South Africa,2009,Wayne Parnell,,,,,
South Africa,2009,Robin Peterson,,,,,
South Africa,2009,Dale Steyn,,,,,
South Africa,2009,Lonwabo Tsotsobe,,,,,
South Africa,2013,AB de Villiers,,,,,
South Africa,2013,Hashim Amla,,,,,
South Africa,2013,Faf du Plessis,,,,,
South Africa,2013,Colin Ingram,,,,,
South Africa,2013,David Miller,,,,,
South Africa,2013,Alviro Petersen,,,,,
South Africa,2013,Farhaan Behardien,,,,,
South Africa,2013,Jean-Paul Duminy,,,,,
South Africa,2013,Ryan McLaren,,,,,
South Africa,2013,Chris Morris,,,,,
South Africa,2013,Rory Kleinveldt,,,,,
South Africa,2013,Robin Peterson,,,,,
South Africa,2013,Aaron Phangiso,,,,,
South Africa,2013,Dale Steyn,,,,,
South Africa,2013,Lonwabo Tsotsobe,,,,,
South Africa,2017,AB de Villiers,,,,,
South Africa,2017,Hashim Amla,,,,,
South Africa,2017,Quinton de Kock,,,,,
South Africa,2017,Faf du Plessis,,,,,
South Africa,2017,David Miller,,,,,
South Africa,2017,Farhaan Behardien,,,,,
South Africa,2017,Jean-Paul Duminy,,,,,
South Africa,2017,Chris Morris,,,,,
South Africa,2017,Andile Phehlukwayo,,,,,
South Africa,2017,Dwaine Pretorius,,,,,
South Africa,2017,Imran Tahir,,,,,
South Africa,2017,Keshav Maharaj,,,,,
South Africa,2017,Morne Morkel,,,,,
South Africa,2017,Wayne Parnell,,,,,
South Africa,2017,Kagiso Rabada,,,,,
South Africa,2025,Temba Bavuma,,,,,
South Africa,2025,Tony de Zorzi,,,,,
South Africa,2025,Heinrich Klaasen,,,,,
South Africa,2025,David Miller,,,,,
South Africa,2025,Ryan Rickelton,,,,,
South Africa,2025,Tristan Stubbs,,,,,
South Africa,2025,Rassie van der Dussen,,,,,
South Africa,2025,Corbin Bosch,,,,,
South Africa,2025,Marco Jansen,,,,,
South Africa,2025,Aiden Markram,,,,,
South Africa,2025,Wiaan Mulder,,,,,
South Africa,2025,Keshav Maharaj,,,,,
South Africa,2025,Lungi Ngidi,,,,,
South Africa,2025,Kagiso Rabada,,,,,
South Africa,2025,Tabraiz Shamsi,,,,,
Sri Lanka,1998,Sanath Jayasuriya,,,,,
Sri Lanka,1998,Romesh Kaluwitharana,,,,,
Sri Lanka,1998,Marvan Atapattu,,,,,
Sri Lanka,1998,Aravinda de Silva,,,,,
Sri Lanka,1998,Arjuna Ranatunga,,,,,
Sri Lanka,1998,Roshan Mahanama,,,,,
Sri Lanka,1998,Upul Chandana,,,,,
Sri Lanka,1998,Kumar Dharmasena,,,,,
Sri Lanka,1998,Muthiah Muralidaran,,,,,
Sri Lanka,1998,Chaminda Vaas,,,,,
Sri Lanka,1998,Nuwan Zoysa,,,,,
Sri Lanka,2000,Russel Arnold,,,,,
Sri Lanka,2000,Marvan Atapattu,,,,,
Sri Lanka,2000,Avishka Gunawardene,,,,,
Sri Lanka,2000,Mahela Jayawardene,,,,,
Sri Lanka,2000,Romesh Kaluwitharana,,,,,
Sri Lanka,2000,Kumar Sangakkara,,,,,
Sri Lanka,2000,Sanath Jayasuriya,,,,,
Sri Lanka,2000,Kumar Dharmasena,,,,,
Sri Lanka,2000,Upul Chandana,,,,,
Sri Lanka,2000,Muthiah Muralidaran,,,,,
Sri Lanka,2000,Eric Upashantha,,,,,
Sri Lanka,2000,Chaminda Vaas,,,,,
Sri Lanka,2000,Pramodya Wickramasinghe,,,,,
Sri Lanka,2000,Nuwan Zoysa,,,,,
Sri Lanka,2002,Sanath Jayasuriya,,,,,
Sri Lanka,2002,Marvan Atapattu,,,,,
Sri Lanka,2002,Kumar Sangakkara,,,,,
Sri Lanka,2002,Aravinda de Silva,,,,,
Sri Lanka,2002,Mahela Jayawardene,,,,,
Sri Lanka,2002,Russel Arnold,,,,,
Sri Lanka,2002,Upul Chandana,,,,,
Sri Lanka,2002,Chaminda Vaas,,,,,
Sri Lanka,2002,Muthiah Muralidaran,,,,,
Sri Lanka,2002,Dilhara Fernando,,,,,
Sri Lanka,2002,Pulasthi Gunaratne,,,,,
Sri Lanka,2004,Avishka Gunawardene,,,,,
Sri Lanka,2004,Sanath Jayasuriya,,,,,
Sri Lanka,2004,Marvan Atapattu,,,,,
Sri Lanka,2004,Saman Jayantha,,,,,
Sri Lanka,2004,Kumar Sangakkara,,,,,
Sri Lanka,2004,Mahela Jayawardene,,,,,
Sri Lanka,2004,Tillakaratne Dilshan,,,,,
Sri Lanka,2004,Upul Chandana,,,,,
Sri Lanka,2004,Chaminda Vaas,,,,,
Sri Lanka,2004,Farveez Maharoof,,,,,
Sri Lanka,2004,Nuwan Zoysa,,,,,
Sri Lanka,2006,Upul Tharanga,,,,,
Sri Lanka,2006,Sanath Jayasuriya,,,,,
Sri Lanka,2006,Mahela Jayawardene,,,,,
Sri Lanka,2006,Kumar Sangakkara,,,,,
Sri Lanka,2006,Chamara Kapugedera,,,,,
Sri Lanka,2006,Marvan Atapattu,,,,,
Sri Lanka,2006,Tillakaratne Dilshan,,,,,
Sri Lanka,2006,Farveez Maharoof,,,,,
Sri Lanka,2006,Chaminda Vaas,,,,,
Sri Lanka,2006,Muthiah Muralidaran,,,,,
Sri Lanka,2006,Lasith Malinga,,,,,
Sri Lanka,2006,Ruchira Perera,,,,,
Sri Lanka,2006,Dilhara Fernando,,,,,
Sri Lanka,2009,Kumar Sangakkara,,,,,
Sri Lanka,2009,Mahela Jayawardene,,,,,
Sri Lanka,2009,Thilina Kandamby,,,,,
Sri Lanka,2009,Chamara Kapugedera,,,,,
Sri Lanka,2009,Thilan Samaraweera,,,,,
Sri Lanka,2009,Upul Tharanga,,,,,
Sri Lanka,2009,Tillakaratne Dilshan,,,,,
Sri Lanka,2009,Sanath Jayasuriya,,,,,
Sri Lanka,2009,Angelo Mathews,,,,,
Sri Lanka,2009,Nuwan Kulasekara,,,,,
Sri Lanka,2009,Lasith Malinga,,,,,
Sri Lanka,2009,Ajantha Mendis,,,,,
Sri Lanka,2009,Muthiah Muralidaran,,,,,
Sri Lanka,2009,Dhammika Prasad,,,,,
Sri Lanka,2009,Thilan Thushara,,,,,
Sri Lanka,2013,Dinesh Chandimal,,,,,
Sri Lanka,2013,Mahela Jayawardene,,,,,
Sri Lanka,2013,Kusal Perera,,,,,
Sri Lanka,2013,Kumar Sangakkara,,,,,
Sri Lanka,2013,Lahiru Thirimanne,,,,,
Sri Lanka,2013,Angelo Mathews,,,,,
Sri Lanka,2013,Tillakaratne Dilshan,,,,,
Sri Lanka,2013,Jeevan Mendis,,,,,
Sri Lanka,2013,Thisara Perera,,,,,
Sri Lanka,2013,Shaminda Eranga,,,,,
Sri Lanka,2013,Rangana Herath,,,,,
Sri Lanka,2013,Nuwan Kulasekara,,,,,
Sri Lanka,2013,Lasith Malinga,,,,,
Sri Lanka,2013,Sachithra Senanayake,,,,,
Sri Lanka,2013,Dilhara Lokuhettige,,,,,
Sri Lanka,2017,Upul Tharanga,,,,,
Sri Lanka,2017,Dinesh Chandimal,,,,,
Sri Lanka,2017,Niroshan Dickwella,,,,,
Sri Lanka,2017,Asela Gunaratne,,,,,
Sri Lanka,2017,Kusal Mendis,,,,,
Sri Lanka,2017,Angelo Mathews,,,,,
Sri Lanka,2017,Dhananjaya de Silva,,,,,
Sri Lanka,2017,Danushka Gunathilaka,,,,,
Sri Lanka,2017,Thisara Perera,,,,,
Sri Lanka,2017,Seekkuge Prasanna,,,,,
Sri Lanka,2017,Nuwan Pradeep,,,,,
Sri Lanka,2017,Nuwan Kulasekara,,,,,
Sri Lanka,2017,Suranga Lakmal,,,,,
Sri Lanka,2017,Lasith Malinga,,,,,
Sri Lanka,2017,Lakshan Sandakan,,,,,
U.S.A.,2004,Rohan Alexander,,,,,
U.S.A.,2004,Mark Johnson,,,,,
U.S.A.,2004,Leon Romero,,,,,
U.S.A.,2004,Steve Massiah,,,,,
U.S.A.,2004,Richard Staple,,,,,
U.S.A.,2004,Nasir Javed,,,,,
U.S.A.,2004,Clayton Lambert,,,,,
U.S.A.,2004,Donovam Blake,,,,,
U.S.A.,2004,Jignesh Desai,,,,,
U.S.A.,2004,Aijaz Ali,,,,,
U.S.A.,2004,Rashid,,,,,
U.S.A.,2004,Tony Reid,,,,,
U.S.A.,2004,Howard Johnson,,,,,
West Indies,1998,Philo Wallace,,,,,
West Indies,1998,Stuart Williams,,,,,
West Indies,1998,Shivnarine Chanderpaul,,,,,
West Indies,1998,Brian Lara,,,,,
West Indies,1998,Carl Hooper,,,,,
West Indies,1998,Keith Arthurton,,,,,
West Indies,1998,Phil Simmons,,,,,
West Indies,1998,Ridley Jacobs,,,,,
West Indies,1998,Rawl Lewis,,,,,
West Indies,1998,Nixon McLean,,,,,
West Indies,1998,Mervyn Dillon,,,,,
West Indies,1998,Reon King,,,,,
West Indies,2000,Courtney Browne,,,,,
West Indies,2000,Sherwin Campbell,,,,,
West Indies,2000,Wavell Hinds,,,,,
